ST Customer,Dispensary Name,Street Address,City,Zip Code,County,BLS Region,License Number
Curaleaf,Curaleaf - Deerfield,677 Lake Cook Rd,Deerfield,60015,Lake,Chicago-Naperville-Elgin,280000018
Curaleaf,Curaleaf - Northbrook,755 Skokie Blvd.,Northbrook,60602,Cook,Chicago-Naperville-Elgin,284000090
Curaleaf,Curaleaf - Skokie,10000 Skokie Blvd,Skokie,60077,Cook,Chicago-Naperville-Elgin,284000093
Curaleaf,Dispensary 33 - Clark,5001 N Clark St,Chicago,60640,Cook,Chicago-Naperville-Elgin,280000012
Curaleaf,Rise - Naperville,1700 Quincy Ave Ste 103,Naperville,60540,DuPage,Chicago-Naperville-Elgin,280000027
Curaleaf,Altius - Round Lake Beach,993 E Rollins Rd,Round Lake Beach,60073,Lake,Chicago-Naperville-Elgin,284000163
Curaleaf,BLOC - Avondale,3545 N Kedzie Ave,Chicago,60618,Cook,Chicago-Naperville-Elgin,284000278
Curaleaf,BLOC - Berwyn,7122 Ogden Ave,Berwyn,60402,Cook,Chicago-Naperville-Elgin,284000343
Curaleaf,BLOC - Forest Park,7216 Circle Ave,Forest Park,60130,Cook,Chicago-Naperville-Elgin,284000299
Curaleaf,BLOC - Metropolis,2125 E 5th St,Metropolis,62960,Massac,South Illinois Nonmetropolitan,284000340
Curaleaf,BLOC - Northfield,161 Waukegan Rd,Northfield,60093,Cook,Chicago-Naperville-Elgin,284000324
Curaleaf,Lux Leaf - Matteson,5539 Miller Circle Dr,Matteson,60443,Cook,Chicago-Naperville-Elgin,284000296
Curaleaf,Parkway - Fox Lake,107 Towne Centre Ln 31,Fox lake,60020,Lake,Chicago-Naperville-Elgin,284000269
Curaleaf,SLI LLC,1411 S Eastwood Dr,Woodstock,60098,McHenry,Chicago-Naperville-Elgin,IN00000028
Curaleaf,Smokehouse - Fox Lake,44 S US Highway 12,Fox Lake,60020,Lake,Chicago-Naperville-Elgin,284000347
Curaleaf,Starbuds - Burbank,7844 S Cicero Ave,Burbank,60459,Cook,Chicago-Naperville-Elgin,284000285
Echelon,High Profile - Martinsville,3001 N York St.,Martinsville,62442,Clark,East Central IL Nonmetropolitan,284000305
Echelon,High Profile - Springfield,4211 Conestoga Dr,Springfield,62711,Sangamon,Springfield,284000178
KANHA,BLOC - Antioch,417 E Il Route 173 Unit 106,Antioch,60002,Lake,Chicago-Naperville-Elgin,284000338
KANHA,BLOC - Avondale,3545 N Kedzie Ave,Chicago,60618,Cook,Chicago-Naperville-Elgin,284000278
KANHA,Cloud9 - Schaumburg,1823 W Wise Rd.,Schaumburg,60193,Cook,Chicago-Naperville-Elgin,284000356
KANHA,EarthMed - Addison,852 S Westgate St,Addison,60101,DuPage,Chicago-Naperville-Elgin,280000005
KANHA,Earthmed - McHenry,1711 N Richmond Rd.,McHenry,60051,McHenry,Chicago-Naperville-Elgin,284000144
KANHA,Earthmed - Rosemont,10441 E. Touhy Ave.,Rosemont,60018,Cook,Chicago-Naperville-Elgin,284000082
KANHA,Nirvana - Chicago,2301 W Lawrence Ave,Chicago,60625,Cook,Chicago-Naperville-Elgin,284000252
KANHA,Nirvana - Mt. Carmel,825 Chestnut St,Mount Carmel,62863,Wabash,South Illinois Nonmetropolitan,284000255
KANHA,Stash - Orland Hills,9545 167th St.,Orland Hills,60487,Cook,Chicago-Naperville-Elgin,284000281
KANHA,Stash - Peru,1320 38th St,Peru,61354,LaSalle,Northwest Illinois nonmetropolitan area,284000170
Revolution,Green Releaf - Villa Park,305 W North Ave,Villa Park,60181,DuPage,Chicago-Naperville-Elgin,284000148
Revolution,Market 96 - Owego,1144 Douglas Rd.,Oswego,60543,Kendall,Chicago-Naperville-Elgin,284000238
Revolution,Nirvana - Mt. Carmel,825 Chestnut St,Mount Carmel,62863,Wabash,South Illinois Nonmetropolitan,284000255
Revolution,Revolution - Maryville,2533 Vandalia St,Collinsville,62234,Madison,"St. Louis, MO",284000167
Revolution,Revolution - Moline,4301 44th Ave,Moline,61265,Rock Island,Davenport-Moline-Rock Island,284000174
Revolution,The Carbondale - Carbondale,613 E Main St.,Carbondale,62901,Jackson,Carbondale-Marion,284000331
Revolution,Thrive - Harrisburg,105 N Veterans Drive,Harrisburg,62946,Saline,South Illinois Nonmetropolitan,280000031
Revolution,Thrive - Metropolis,1551 E. 5th St.,Metropolis,62960,Massac,South Illinois Nonmetropolitan,284000122
Revolution,Thrive - Mt. Vernon,800 S 45th St,Mount Vernon,62864,Jefferson,South Illinois Nonmetropolitan,284000066
Curaleaf,Aroma Hill - Belvidere,1874 Crystal Parkway,Belvidere,61008,Boone,Rockford,284000165
Curaleaf,Aroma Hill - Fox Lake,1298 US Highway 12,Fox Lake,60020,Lake,Chicago-Naperville-Elgin,284000154
Curaleaf,Aroma Hill - Hoffman Estates,1237 North Barrington Road,Hoffman Estates,60169,Cook,Chicago-Naperville-Elgin,284000287
Curaleaf,Cloud9 - Champaign,505 W Town Center Blvd.,Champaign,61822,Champaign,Champaign-Urbana,284000259
Curaleaf,Cloud9 - Oswego,2420 US Highway 30,Oswego,60543,Kendall,Chicago-Naperville-Elgin,284000292
Curaleaf,Natures Treatment - Galesburg,735 W. Main St.,Galesburg,61401,Knox,West Central Illinois Nonmetropolitan,284000054
Curaleaf,Natures Treatment - Milan ,973 Tech Dr,Milan,61264,Rock Island,Davenport-Moline-Rock Island,280000025
Curaleaf,Seven Point - Danville,380 Eastgate Dr.,Danville,61834,Vermilion,Danville,284000316
Curaleaf,Snap Canna - Elk Grove Vilage,840 E. Higgins Rd.,Elk Grove Village,60007,Cook,Chicago-Naperville-Elgin,284000222
Curaleaf,Snap Canna - Elk Grove Vilage,840 E. Higgins Rd.,Elk Grove Village,60007,Cook,Chicago-Naperville-Elgin,284000222
Curaleaf,Spark'd - South Loop,2114 S Wabash Ave,Chicago,60616,Cook,Chicago-Naperville-Elgin,284000192
Curaleaf,Spark'd - Winthrop Harbor,935 Sheridan Rd,Winthrop Harbor,60096,Lake,Chicago-Naperville-Elgin,284000272
Curaleaf,Starbuds - Burbank,7844 S Cicero Ave,Burbank,60459,Cook,Chicago-Naperville-Elgin,284000285
Curaleaf,Starbuds - Hoffman Estates,5 E Golf Rd,Hoffman Estates,60169,Cook,Chicago-Naperville-Elgin,284000271
Curaleaf,Starbuds - Riverside,2704 Harlem Ave,Riverside,60546,Cook,Chicago-Naperville-Elgin,284000268
Curaleaf,Starbuds - Westmont,101 W Ogden Ave,Westmont,60559,DuPage,Chicago-Naperville-Elgin,284000164
Curaleaf,Vertical - Cary,20 Northwest Hwy,Cary,60013,McHenry,Chicago-Naperville-Elgin,284000300
Curaleaf,Windy City Cannabis - Macomb,518 W Jackson St,Macomb,61455,McDonough,West Central Illinois Nonmetropolitan,284000112
Revolution,Altius - Round Lake Beach,993 E Rollins Rd,Round Lake Beach,60073,Lake,Chicago-Naperville-Elgin,284000163
Revolution,Guaranteed - Chicago,620 N Fairbanks Ct,Chicago,60611,Cook,Chicago-Naperville-Elgin,284000191
Revolution,Revolution - Mt Prospect,2015 E Euclid Ave,Mt Prospect,60056,Cook,Chicago-Naperville-Elgin,280000015
Revolution,Revolution - Normal,1609 Northbrook Dr,Normal,61761,McLean,Bloomington,284000221
Revolution,Revolution - Schaumburg,820 E. Golf Rd.,Schaumburg,60173,Cook,Chicago-Naperville-Elgin,284000123
Revolution,Terrace - Moline,2727 Avenue of the Cities,Moline,61265,Rock Island,Davenport-Moline-Rock Island,284000175
KANHA,Dutchess Cannabis - Oak Park,1132 Lake St,Oak Park,60301,Cook,Chicago-Naperville-Elgin,28000041
KANHA,NuEra - Dekalb,818 W Lincoln Hwy Ste 7,DeKalb,60115,DeKalb,Chicago-Naperville-Elgin,284000201
Revolution,Grasshopper Club - South Loop,58 E Roosevelt Rd Fl 1,Chicago,60605,Cook,Chicago-Naperville-Elgin,284000188
Cannect Wellness,Herb Social - Lawrenceville,616 12th St.,Lawrenceville,62439,Lawrence,East Central IL Nonmetropolitan,284000172
Echelon,Green Temple - Troy,904 Edwardsville Rd.,Troy,62294,Madison,"St. Louis, MO",284000168
KANHA,Bloom Wellness - Quincy (1837),1837 Broadway St,Quincy,62301,Adams,West Central Illinois Nonmetropolitan,284000138
KANHA,Bloom Wellness - Quincy (4440),4440 Broadway St Ste 1,Quincy,62305,Adams,West Central Illinois Nonmetropolitan,284000004
KANHA,Verilife - North Aurora,2080 West Orchard Rd,North Aurora,60542,Kane,Chicago-Naperville-Elgin,280000006
KANHA,Verilife - Ottawa,4100 Columbus St,Ottawa,61350,LaSalle,Northwest Illinois nonmetropolitan area,280000008
KANHA,Verilife - Romeoville,412 N Weber Rd,Romeoville,60446,Will,Chicago-Naperville-Elgin,280000030
KANHA,BLOC - Northfield,161 Waukegan Rd,Northfield,60093,Cook,Chicago-Naperville-Elgin,284000324
KANHA,Cookies - Pontoon Beach,5111 State Route 111,Pontoon Beach,62040,Madison,"St. Louis, MO",284000320
KANHA,Verilife - Chicago River North,60 W Superior St,Chicago,60654,Cook,Chicago-Naperville-Elgin,284000099
KANHA,Verilife - Galena,115 Perry St.,Galena,61036,Jo Daviess,Northwest Illinois nonmetropolitan area,284000097
Revolution,Revolution - Maryville,2533 Vandalia St,Collinsville,62234,Madison,"St. Louis, MO",284000167
Revolution,Revolution - Moline,4301 44th Ave,Moline,61265,Rock Island,Davenport-Moline-Rock Island,284000174
Revolution,Rise - Canton,3104 N Main St,Canton,61520,Fulton,West Central Illinois Nonmetropolitan,280000003
Revolution,Rise - Charleston,909 Lincoln Ave.,Charleston,61920,Coles,East Central IL Nonmetropolitan,284000130
Revolution,Rise - Quincy,2703 Broadway St,Quincy,62301,Adams,West Central Illinois Nonmetropolitan,284000047
Six Labs,Cookies - Pontoon Beach,5111 State Route 111,Pontoon Beach,62040,Madison,"St. Louis, MO",284000320
Six Labs,Green Temple - Troy,904 Edwardsville Rd.,Troy,62294,Madison,"St. Louis, MO",284000168
Curaleaf,Dutchess Cannabis - Morton Grove,6761 Dempster St,Morton Grove,60053,Cook,Chicago-Naperville-Elgin,284000106
Curaleaf,Dutchess Cannabis - N. Riverside,8380 W Cermak Rd,North Riverside,60546,Cook,Chicago-Naperville-Elgin,284000334
Curaleaf,Rise - Canton,3104 N Main St,Canton,61520,Fulton,West Central Illinois Nonmetropolitan,280000003
Curaleaf,Rise - Joliet  Colorado Ave,2903 Colorado Ave.,Joliet,60431,Will,Chicago-Naperville-Elgin,284000044
Curaleaf,Rise - Joliet  Rock Creek,1627 Rock Creek Blvd,Joliet,60431,Will,Chicago-Naperville-Elgin,280000011
Curaleaf,Rise - Naperville,1700 Quincy Ave Ste 103,Naperville,60540,DuPage,Chicago-Naperville-Elgin,280000027
Curaleaf,Rise - Quincy,2703 Broadway St,Quincy,62301,Adams,West Central Illinois Nonmetropolitan,284000047
Curaleaf,Sunnyside - Champaign,1704 S Neil St Ste C,Champaign,61820,Champaign,Champaign-Urbana,280000035
Curaleaf,Sunnyside - Danville,369 Lynch Dr.,Danville,61834,Vermilion,Danville,284000056
KANHA,BLOC - Berwyn,7122 Ogden Ave,Berwyn,60402,Cook,Chicago-Naperville-Elgin,284000343
KANHA,Bud and Ritas - Wadsworth,41509 N US Highway 41,Wadsworth,60083,Lake,Chicago-Naperville-Elgin,284000277
KANHA,Cannabist - Villa Park,133 Roosevelt Rd.,Villa Park,60181,DuPage,Chicago-Naperville-Elgin,284000065
KANHA,Cloudhaven - South Beloit,1322 Gardner St.,South Beloit,61080,Winnebago,Rockford,284000166
KANHA,Lux Leaf - Matteson,5539 Miller Circle Dr,Matteson,60443,Cook,Chicago-Naperville-Elgin,284000296
KANHA,Phili - Bourbonnais,1300 Locke Dr.,Bourbonnais,60914,Kankakee,Kankakee,284000229
KANHA,Verilife - Rosemont,5540 Park Pl,Rosemont,60018,Cook,Chicago-Naperville-Elgin,284000096
Revolution,Revolution - Normal,1609 Northbrook Dr,Normal,61761,McLean,Bloomington,284000221
Revolution,Revolution - Schaumburg,820 E. Golf Rd.,Schaumburg,60173,Cook,Chicago-Naperville-Elgin,284000123
Curaleaf,Natures Treatment - Galesburg,735 W. Main St.,Galesburg,61401,Knox,West Central Illinois Nonmetropolitan,284000054
Curaleaf,Natures Treatment - Milan ,973 Tech Dr,Milan,61264,Rock Island,Davenport-Moline-Rock Island,280000025
Curaleaf,Rise - Lake in the Hills,270 N Randall Rd,Lake In The Hills,60156,McHenry,Chicago-Naperville-Elgin,284000110
Curaleaf,Spark'd - Richmond,9705 Prairie Ridge,Richmond,60071,McHenry,Chicago-Naperville-Elgin,284000273
Curaleaf,Terrabis - Dixon,1679 S Galena Ave.,Dixon,61021,Lee,Northwest Illinois nonmetropolitan area,284000351
Curaleaf,Terrabis - Plainfield,16020 S Route 59,Plainfield,60586,Will,Chicago-Naperville-Elgin,284000286
Curaleaf,Terrabis - Woodstock,601 S Eastwood Dr,Woodstock,60098,McHenry,Chicago-Naperville-Elgin,284000315
Curaleaf,The Dispensary - East Dubuque,1709 Il Route 35 N,East Dubuque,61025,Jo Daviess,Northwest Illinois nonmetropolitan area,284000113
Curaleaf,Windy City Cannabis - Carpentersville,125 S Western Ave,Carpentersville,60110,Kane,Chicago-Naperville-Elgin,284000111
Curaleaf,Windy City Cannabis - Highwood,260 Green Bay Rd.,Highwood,60040,Lake,Chicago-Naperville-Elgin,284000100
KANHA,Dutchess Cannabis - Morton Grove,6761 Dempster St,Morton Grove,60053,Cook,Chicago-Naperville-Elgin,284000106
KANHA,Dutchess Cannabis - N. Riverside,8380 W Cermak Rd,North Riverside,60546,Cook,Chicago-Naperville-Elgin,284000334
KANHA,Market 96 - Chicago,529 S Wells St Ste 100,Chicago,60607,Cook,Chicago-Naperville-Elgin,284000237
KANHA,Market 96 - Owego,1144 Douglas Rd.,Oswego,60543,Kendall,Chicago-Naperville-Elgin,284000238
KANHA,Natures Care - Rolling Meadows,975 Rohlwing Rd,Rolling Meadows,60008,Cook,Chicago-Naperville-Elgin,280000024
KANHA,Parkway - Tilton,2 Donna Dr.,Tilton,61833,Vermilion,Danville,284000173
KANHA,Spark'd - Richmond,9705 Prairie Ridge,Richmond,60071,McHenry,Chicago-Naperville-Elgin,284000273
KANHA,Spark'd - Winthrop Harbor,935 Sheridan Rd,Winthrop Harbor,60096,Lake,Chicago-Naperville-Elgin,284000272
KANHA,Thrive - Metropolis,1551 E. 5th St.,Metropolis,62960,Massac,South Illinois Nonmetropolitan,284000122
KANHA,Bridge City - East Dubuque,122 Sinsinawa Ave,East Dubuque,61025,Jo Daviess,Northwest Illinois nonmetropolitan area,284000307
KANHA,Rise - Lake in the Hills,270 N Randall Rd,Lake In The Hills,60156,McHenry,Chicago-Naperville-Elgin,284000110
Revolution,Revolution - Mt Prospect,2015 E Euclid Ave,Mt Prospect,60056,Cook,Chicago-Naperville-Elgin,280000015
Revolution,Rise - Effingham,1011 Ford Ave Ste C,Effingham,62401,Effingham,East Central IL Nonmetropolitan,280000042
Revolution,Rise - Joliet  Colorado Ave,2903 Colorado Ave.,Joliet,60431,Will,Chicago-Naperville-Elgin,284000044
Revolution,Rise - Naperville,1700 Quincy Ave Ste 103,Naperville,60540,DuPage,Chicago-Naperville-Elgin,280000027
Six Labs,Aroma Hill - Peoria,1210 W Glen Ave,Peoria,61614,Peoria,Peoria,284000265
Six Labs,High Haven - Normal,106 Mall Dr,Normal,61761,McLean,Bloomington,284000332
Six Labs,Noxx - East Peoria,300 S Main St,East Peoria,61611,Tazewell,Peoria,284000209
Six Labs,Seven Point - Danville,380 Eastgate Dr.,Danville,61834,Vermilion,Danville,284000316
Six Labs,Ash Ivy - Benton,9 N Rend Lake Plz,Benton,62812,Franklin,South Illinois Nonmetropolitan,284000349
Sol Canna,Thrive - Metropolis,1551 E. 5th St.,Metropolis,62960,Massac,South Illinois Nonmetropolitan,284000122
Sol Canna,Thrive - Mt. Vernon,800 S 45th St,Mount Vernon,62864,Jefferson,South Illinois Nonmetropolitan,284000066
Timeless Select,Zen Leaf - Pilsen,1301 S Western Ave,Chicago,60608,Cook,Chicago-Naperville-Elgin,280000051
Timeless Select,Curaleaf - Deerfield,677 Lake Cook Rd,Deerfield,60015,Lake,Chicago-Naperville-Elgin,280000018
Timeless Select,Curaleaf - New Lenox,705 E Lincoln Hwy.,New Lenox,60451,Will,Chicago-Naperville-Elgin,280000017
Timeless Select,Curaleaf - Northbrook,755 Skokie Blvd.,Northbrook,60602,Cook,Chicago-Naperville-Elgin,284000090
Timeless Select,Natures Care - Rolling Meadows,975 Rohlwing Rd,Rolling Meadows,60008,Cook,Chicago-Naperville-Elgin,280000024
Timeless Select,Parkway - Tilton,2 Donna Dr.,Tilton,61833,Vermilion,Danville,284000173
Timeless Select,Tree Haus - Morris,50 Gore Rd,Morris,60450,Grundy,Chicago-Naperville-Elgin,284000160
Timeless Select,Zen Leaf - Evanston,1804 Maple Ave,Evanston,60201,Cook,Chicago-Naperville-Elgin,280000009
Timeless Select,Zen Leaf - Greektown,222 S Halsted St,Chicago,60661,Cook,Chicago-Naperville-Elgin,284000107
Timeless Select,Zen Leaf - Highland Park,2030 Skokie Valley Rd,Highland Park,60035,Lake,Chicago-Naperville-Elgin,280000032
Timeless Select,Zen Leaf - Naperville,"1516 N. Naper Blvd, Spc 100",Naperville,60563,DuPage,Chicago-Naperville-Elgin,284000078
Timeless Select,Zen Leaf - Prospect Heights,1434 N Rand Rd.,Prospect Heights,60070,Cook,Chicago-Naperville-Elgin,284000081
Timeless Select,Zen Leaf - St. Charles,3691 E. Main St.,Saint Charles,60174,Kane,Chicago-Naperville-Elgin,280000020
Timeless Select,BLOC - Antioch,417 E Il Route 173 Unit 106,Antioch,60002,Lake,Chicago-Naperville-Elgin,284000338
Curaleaf,Altius - Orland Hills,9101 159th St,Orland Hills,60487,Cook,Chicago-Naperville-Elgin,284000275
Curaleaf,Altius - Round Lake Beach,993 E Rollins Rd,Round Lake Beach,60073,Lake,Chicago-Naperville-Elgin,284000163
Curaleaf,Beyond Hello - Bloomington,118 Keaton Place,Bloomington,61704,McLean,Bloomington,284000085
Curaleaf,Beyond/Hello - Normal,501 W Northtown Rd,Normal,61761,McLean,Bloomington,280000045
Curaleaf,Rise - Charleston,909 Lincoln Ave.,Charleston,61920,Coles,East Central IL Nonmetropolitan,284000130
Curaleaf,Rise - Effingham,1011 Ford Ave Ste C,Effingham,62401,Effingham,East Central IL Nonmetropolitan,280000042
Curaleaf,Rise - Mundelein,1325 Armour Blvd,Mundelein,60060,Lake,Chicago-Naperville-Elgin,280000002
Curaleaf,Rise - Niles,9621 N Milwaukee Ave.,Niles,60714,Cook,Chicago-Naperville-Elgin,284000055
Curaleaf,Seven Point - Danville,380 Eastgate Dr.,Danville,61834,Vermilion,Danville,284000316
Curaleaf,Sunnyside - Rockford,2696 McFarland Rd,Rockford,61107,Winnebago,Rockford,280000013
Curaleaf,Sunnyside - South Beloit,7000 First Ranger Dr.,South Beloit,61080,Winnebago,Rockford,284000059
Curaleaf,Windy City Cannabis - Homewood,1137 W. 175th St,Homewood,60430,Cook,Chicago-Naperville-Elgin,280000019
Curaleaf,Windy City Cannabis - Posen,2535 Veterans Dr,Posen,60469,Cook,Chicago-Naperville-Elgin,280000026
Revolution,Rise - Joliet  Rock Creek,1627 Rock Creek Blvd,Joliet,60431,Will,Chicago-Naperville-Elgin,280000011
Revolution,Rise - Niles,9621 N Milwaukee Ave.,Niles,60714,Cook,Chicago-Naperville-Elgin,284000055
Drecisco Farms,BLOC - Forest Park,7216 Circle Ave,Forest Park,60130,Cook,Chicago-Naperville-Elgin,284000299
KANHA,Bud and Ritas - Chicago,3425 W Belmont Ave,Chicago,60618,Cook,Chicago-Naperville-Elgin,284000276
KANHA,Bud and Ritas - Niles,5960 W Touhy Ave,Niles,60714,Cook,Chicago-Naperville-Elgin,284000280
KANHA,Cookies - Peoria Heights,1209 E War Memorial Dr,Peoria Heights,61616,Peoria,Peoria,284000319
KANHA,Mystic Greenz - Belleville,360 S Green Mount Rd,Belleville,62221,St. Clair,"St. Louis, MO",284000330
KANHA,Mystic Greenz - Decatur,5405 Indus. Dr.,Decatur,62522,Macon,Decatur,284000312
KANHA,Mystic Greenz - Lincoln,1120 Woodlawn Rd,Lincoln,62656,Logan,West Central Illinois Nonmetropolitan,284000212
KANHA,Rise - Mundelein,1325 Armour Blvd,Mundelein,60060,Lake,Chicago-Naperville-Elgin,280000002
KANHA,Viola - Broadview,1516 W Roosevelt Rd.,Broadview,60155,Cook,Chicago-Naperville-Elgin,284000207
KANHA,Dutchess - Lynwood,20513 Torrence Ave,Lynwood,60411,Will,Chicago-Naperville-Elgin,284000158
KANHA,Hi Five - Crestwood,13352 Cicero Ave,Crestwood,60418,Cook,Chicago-Naperville-Elgin,284000290
KANHA,SHARE - Springfield,3600 S 6th Street Rd,Springfield,62703,Sangamon,Springfield,284000179
Revolution,Altius - Round Lake Beach,993 E Rollins Rd,Round Lake Beach,60073,Lake,Chicago-Naperville-Elgin,284000163
Revolution,Bloom Wellness - Hometown,4140 Southwest Hwy,Hometown,60456,Cook,Chicago-Naperville-Elgin,284000335
Revolution,Bloom Wellness - Quincy (1837),1837 Broadway St,Quincy,62301,Adams,West Central Illinois Nonmetropolitan,284000138
Revolution,Bloom Wellness - Quincy (4440),4440 Broadway St Ste 1,Quincy,62305,Adams,West Central Illinois Nonmetropolitan,284000004
Revolution,Dispensary 33 - Clark,5001 N Clark St,Chicago,60640,Cook,Chicago-Naperville-Elgin,280000012
Revolution,Revolution - Maryville,2533 Vandalia St,Collinsville,62234,Madison,"St. Louis, MO",284000167
Revolution,Revolution - Moline,4301 44th Ave,Moline,61265,Rock Island,Davenport-Moline-Rock Island,284000174
Revolution,Spark'd - Winthrop Harbor,935 Sheridan Rd,Winthrop Harbor,60096,Lake,Chicago-Naperville-Elgin,284000272
Revolution,The Happy Cannabis Company - Loves Park,4120 N Bell School Rd,Loves Park,61111,Winnebago,Rockford,284000102
Revolution,The Happy Cannabis Company - Loves Park,4120 N Bell School Rd,Loves Park,61111,Winnebago,Rockford,284000102
Sol Canna,Herb Social - Lawrenceville,616 12th St.,Lawrenceville,62439,Lawrence,East Central IL Nonmetropolitan,284000172
Sol Canna,Thrive - Casey,912 N Route 49,Casey,62420,Clark,East Central IL Nonmetropolitan,284000171
Sol Canna,Beyond/Hello - Normal,501 W Northtown Rd,Normal,61761,McLean,Bloomington,280000045
Sol Canna,Mystic Greenz - Belleville,360 S Green Mount Rd,Belleville,62221,St. Clair,"St. Louis, MO",284000330
Sol Canna,Mystic Greenz - Decatur,5405 Indus. Dr.,Decatur,62522,Macon,Decatur,284000312
Sol Canna,Nirvana - Chicago,2301 W Lawrence Ave,Chicago,60625,Cook,Chicago-Naperville-Elgin,284000252
Sol Canna,Nirvana - Lake Zurich,676 S Rand Rd,Zake Zurich,60047,Lake,Chicago-Naperville-Elgin,284000251
Sol Canna,Nirvana - Mt. Carmel,825 Chestnut St,Mount Carmel,62863,Wabash,South Illinois Nonmetropolitan,284000255
Sol Canna,Nirvana - Palatine,333 East Lake Cook Rd,Palatine,60074,Cook,Chicago-Naperville-Elgin,284000250
Timeless Select,BLOC - Forest Park,7216 Circle Ave,Forest Park,60130,Cook,Chicago-Naperville-Elgin,284000299
Timeless Select,BLOC - Mattoon,511 Lake Land Blvd,Mattoon,61938,Coles,East Central IL Nonmetropolitan,284000306
Timeless Select,Maribis - Devnver,2451 Denver Drive,Springfield,62702,Sangamon,Springfield,280000049
Timeless Select,Maribis - Lindbergh,3025 Lindbergh Blvd,Springfield,62704,Sangamon,Springfield,284000119
Curaleaf,Aroma Hill - Fox Lake,1298 US Highway 12,Fox Lake,60020,Lake,Chicago-Naperville-Elgin,284000154
Curaleaf,Aroma Hill - Kankakee,2255 E Court St,Kankakee,60901,Kankakee,Kankakee,284000219
Curaleaf,Aroma Hill - Peoria,1210 W Glen Ave,Peoria,61614,Peoria,Peoria,284000265
Curaleaf,Cannabist - Villa Park,133 Roosevelt Rd.,Villa Park,60181,DuPage,Chicago-Naperville-Elgin,284000065
Curaleaf,Curaleaf - Deerfield,677 Lake Cook Rd,Deerfield,60015,Lake,Chicago-Naperville-Elgin,280000018
Curaleaf,Curaleaf - Northbrook,755 Skokie Blvd.,Northbrook,60602,Cook,Chicago-Naperville-Elgin,284000090
Curaleaf,Curaleaf - Skokie,10000 Skokie Blvd,Skokie,60077,Cook,Chicago-Naperville-Elgin,284000093
Revolution,Aces Dispensary - Plainfield,12627 S Route 59,Plainfield,60585,Will,Chicago-Naperville-Elgin,284000198
Revolution,Grasshopper Club - South Loop,58 E Roosevelt Rd Fl 1,Chicago,60605,Cook,Chicago-Naperville-Elgin,284000188
Revolution,Revolution - Normal,1609 Northbrook Dr,Normal,61761,McLean,Bloomington,284000221
Revolution,Revolution - Schaumburg,820 E. Golf Rd.,Schaumburg,60173,Cook,Chicago-Naperville-Elgin,284000123
Revolution,Rise - Mundelein,1325 Armour Blvd,Mundelein,60060,Lake,Chicago-Naperville-Elgin,280000002
Revolution,Altius - Carol Stream,506 S Schmale Rd,Carol Stream,60188,DuPage,Chicago-Naperville-Elgin,284000274
Revolution,Mint - Willowbrook,900 75th St,Willowbrook,60527,Cook,Chicago-Naperville-Elgin,284000156
Revolution,Revolution - Mt Prospect,2015 E Euclid Ave,Mt Prospect,60056,Cook,Chicago-Naperville-Elgin,280000015
Revolution,Zen Leaf - Highland Park,2030 Skokie Valley Rd,Highland Park,60035,Lake,Chicago-Naperville-Elgin,280000032
Revolution,Zen Leaf - Pilsen,1301 S Western Ave,Chicago,60608,Cook,Chicago-Naperville-Elgin,280000051
Revolution,Zen Leaf - St. Charles,3691 E. Main St.,Saint Charles,60174,Kane,Chicago-Naperville-Elgin,280000020
Curaleaf,High Profile - Metropolis,1801 E 5th St,Metropolis,62960,Massac,South Illinois Nonmetropolitan,284000314
Drecisco Farms,BLOC - Avondale,3545 N Kedzie Ave,Chicago,60618,Cook,Chicago-Naperville-Elgin,284000278
Drecisco Farms,BLOC - Berwyn,7122 Ogden Ave,Berwyn,60402,Cook,Chicago-Naperville-Elgin,284000343
Drecisco Farms,Thrive - Casey,912 N Route 49,Casey,62420,Clark,East Central IL Nonmetropolitan,284000171
Drecisco Farms,Thrive - Mt. Vernon,800 S 45th St,Mount Vernon,62864,Jefferson,South Illinois Nonmetropolitan,284000066
Galaxy Labs,Realeaf Botanicals LLC,1777 2ND AVENUE NORTH,Silvis,61282,Rock Island,Davenport-Moline-Rock Island,CG00000058
KANHA,Bud and Ritas - Chicago,3425 W Belmont Ave,Chicago,60618,Cook,Chicago-Naperville-Elgin,284000276
KANHA,Cannabist - Chicago,4758 N Milwaukee Ave,Chicago,60630,Cook,Chicago-Naperville-Elgin,280000044
KANHA,Natures Treatment - Milan ,973 Tech Dr,Milan,61264,Rock Island,Davenport-Moline-Rock Island,280000025
KANHA,NuEra - Aurora,1415 Corporate Blvd.,Aurora,60502,Cook,Chicago-Naperville-Elgin,284000072
KANHA,Village - Bucktown,1850 W Webster Ave,Chicago,60614,Cook,Chicago-Naperville-Elgin,284000208
KANHA,Altius - Orland Hills,9101 159th St,Orland Hills,60487,Cook,Chicago-Naperville-Elgin,284000275
KANHA,Dutchess - Markham,3063 W 159th St.,Markham,60428,Cook,Chicago-Naperville-Elgin,284000159
KANHA,Nirvana - Chicago,2301 W Lawrence Ave,Chicago,60625,Cook,Chicago-Naperville-Elgin,284000252
KANHA,Nirvana - Mt. Carmel,825 Chestnut St,Mount Carmel,62863,Wabash,South Illinois Nonmetropolitan,284000255
Revolution,Bloom Wellness - Quincy (4440),4440 Broadway St Ste 1,Quincy,62305,Adams,West Central Illinois Nonmetropolitan,284000004
